Title,Description,PostsNum
Make an IF statement with EVAL command,"Hello Everyone   

I'm using 
Code: Select alliMacros v9.0.3 on Firefox 53.0.3 (64 bit) in Windows 10 x64

I'm trying to create a script that I will use it in LOOP mode, extracting pictures from a website. Until here everything is great.

I just want to setup an If statement; 

IF the value of !VAR1 is a multiple of one hundred, which means (VAR1=100) or (VAR1=200) or (VAR1=300) ... or (VAR1=6600)

THEN run this command 
Code: Select allADD !VAR4 1
ELSE ignore and continue


I think it's possible to do it with EVAL command  , I tried several hours but no result.    

Thank you","
			4 posts
							鈥?Page 1 of 1
"
Extracting data with Chrome addon,"I'm trying to learn more about the Chrome addon in hopes that it may solve some issues I have with pop-ups.  I'm able to open iMacros in Chrome.  My issue is I don't seem to be able to extract data with the Chrome addon.  If I use the IM or IE browser, there are buttons to extract data.  Easy.  However, when I try to use the Chrome addon, I can record a macro and it works.  However, I don't see any buttons to extract data.  Am I missing something?  Is it right in front of me?

Also, macros seem to run slower with the Chrome addon than with IM or IE browser but that's a question for another day.  

Any help in extracting data would be appreciated.  If there is reference material that you can point me to that would be helpful.  I've tried the Wiki and haven't found what I'm looking for.  I'm not sure what the purpose of the Chrome addon is at this point.  Thanks for your help.

Imacros 12.0
Windows 10
Office 365","
			3 posts
							鈥?Page 1 of 1
"
Extracting a number from an ID,"Hello guys, I hope my topic finds you well.

I want to extract a specific number from an ID value,

here is the line:

Code: Select all
Code: Select allTAG POS=1 TYPE=INPUT ATTR=CLASS:markAll<SP>check EXTRACT=HTM

and here is the result I get after I run the previous line:
Code: Select all<input style=""outline: 1px solid blue;"" id=""raidListMarkAll1518"" class=""markAll check"" onclick=""Game.RaidList.markAllSlotsOfAListForRaid(1518, this.checked); ""type=""checkbox"">

For example, I want only to extract this number (1518) from this (id=""raidListMarkAll1518"").

I don't know how to make the EVAL command to achieve the result I want.

I hope to get help from you guys, I really appreciate it

Thank you so much.","
			4 posts
							鈥?Page 1 of 1
"
Unable to Automate Image Download Using Wizard and Other Methods,"I'm having an issue downloading pictures from some websites that have real estate information.  I'm using a little trick chivracq taught me by going directly to the webpage for particular properties I'm searching to extract data and download images.  When I try to download the pictures using the wizard I always get an error.  It looks like there is specific detail in the images that I am not able to code around.  I've tried everything I can think of (direct mode, event mode, screenshots, etc. but however these images are stored on the website is keeping me from being able to download them.

Here is the website:  https://qpublic.schneidercorp.com/Appli ... ageID=7209

I'm using:
iMacros for IE 30-day Enterprise trial version VERSION BUILD=12.5.2018.1105 Windows 10 home 64bit ie version 11.950.17134.0


Here is my script:

VERSION BUILD=12.5.2018.1105
TAB T=1
TAB CLOSEALLOTHERS
TAB T=1
TAB CLOSE
TAB T=1
'SET !PLAYBACKDELAY 1.01
'use a data source
SET !DATASOURCE Jessamine.csv
'start on the second record
SET !LOOP 2
'use the rest of the data in the data source?
SET !DATASOURCE_LINE {{!LOOP}}
SET !VAR1 {{!COL1}}
URL GOTO=https://qpublic.schneidercorp.com/Appli ... ue={{!COL1}}
SET !TIMEOUT_STEP 1
SET !ERRORIGNORE YES
TAG POS=1 TYPE=SPAN ATTR=ID:ctlBodyPane_ctl00_ctl01_lblLocationAddress EXTRACT=TXT
TAG POS=4 TYPE=TD ATTR=CLASS:value-column EXTRACT=TXT
ONDOWNLOAD FOLDER=C:\Users\trey_\OneDrive\Documents\iMacros\Downloads\Jessamine FILE={{!COL1}}
TAG POS=1 TYPE=IMG FORM=ACTION:./Application.aspx?AppID=864&LayerID=16311&PageTypeID=4&PageID=7211&Q=1260569653&KeyValue=006-20-00-010.00 ATTR=HREF:""https://venturi.blob.core.windows.net/f ... scd=inline"" CONTENT=EVENT:SAVEITEM
'save the extract to the following location
SAVEAS TYPE=EXTRACT FOLDER=C:\Users\trey_\OneDrive\Documents\iMacros\Downloads\Jessamine FILE=JessamineExtract


Here are three sample parcel numbers with pictures I'm trying to download:

006-20-00-010.00
010-00-00-028.00
010-00-00-058.00

Any help on how to download these would be much appreciated.","
			8 posts
							鈥?Page 1 of 1
"
How to get xpath/css selector programmatically wxhile i have html code of tag.,"Hi  
This is my first post here. I am facing a problem and did not find any solution.
I making application with vb.net who fills contact forms of different websites. I can get html code of tag like this 
<input type=""text"" name=""contact_name"" id=""name"" required=""required"" placeholder=""Your Full Name"" data-required=""Name is required"" class=""first-child last-child"">.
Is there any way to find xpath/selector pragmatically so that i can work with this tag later. Different contact forms have differnet inputs with different names and attributes. I using visual basic dot Net.

Appologise for bad english.

Thanks!","
			4 posts
							鈥?Page 1 of 1
"
[ASK] How to scraping that each page has a different class?,"VERSION BUILD=8970419
OS=Windows 7
iMacros for Firefox 8.9.7

How to scraping that each page has a different class? Example:
- on page 1, he has class = ""MdIco_A""
- on page 2, he has class = ""MdIco_B""
- on page 3, he has class = ""MdIco_C""","
			2 posts
							鈥?Page 1 of 1
"
Extracting users in instagram (in the likes of the photo),"Hi everybody! i am new on imacros scripting and i am not a programmer. I know very little about programming and I only adapt the command lines and analyze how they work, so I am making the program work.

I managed to learn about imacros at this time but still I need to explain step by step all detailed how to run the following program.

I make a video explain the problem.
Please look at the cursor carefully and interpret how it works, it's simple

https://youtu.be/tMbF3CawzRU


My goal is as follows: Open the profile of a user, select a photo and enter the ""Like"", within the ""I like"" enter the profile of each person to extract the username ""URL"".

The problem is that my program only extracts 11 users (Those that appear as ""DIV"" in the instagram code).

I designed another program which appears at the beginning of the video to demonstrate how it extracts perfectly but this is ONLY for FOLLOWERS - FOLLOWED.
Analyze the instagram code and this code allows me to ""preload"" the number of people I need and this makes the program WORK. Unlike the previous one (within the ""LIKES"" IT DOES NOT ALLOW ME ""PRE LOAD"" USERS and this limits the program (LOOP = 12-15-20-30-etc. It stops working with error # EANF #).

First program ( VIDEO ) code: ""FOLLOWES AND FOLLOWED (ONLY) ""
Code: Select allSET !ERRORIGNORE YES
SET !EXTRACT_TEST_POPUP NO
SET !TIMEOUT_STEP 1

TAG POS={{!LOOP}} TYPE=A ATTR=CLASS:FPmhX<SP>notranslate<SP>_0imsa EXTRACT=HREF


SET !VAR1 {{!EXTRACT}}
SET !EXTRACT NULL

'Check EXTRACT
TAB OPEN
TAB T=2
URL GOTO={{!VAR1}}
WAIT SECONDS=2


MY GOALS CODE ( SECOND and the one that causes the problem ) "" ON LIKES PHOTO ""
Code: Select allSET !ERRORIGNORE YES
SET !EXTRACT_TEST_POPUP NO
SET !TIMEOUT_STEP 1

TAG POS={{!LOOP}} TYPE=DIV ATTR=CLASS:_7UhW9<SP>xLCgt<SP>qyrsm<SP>KV-D4<SP>fDxYl<SP>rWtOq EXTRACT=TXT

SET !VAR1 {{!EXTRACT}}
SET !EXTRACT NULL

'Check EXTRACT
TAB OPEN
TAB T=2
URL GOTO=https://www.instagram.com/{{!VAR1}}
WAIT SECONDS=2



Sorry for my bad English, it was translated with Google Translator
HELP ME PLEASE!

Windows 10 x64
Chrome  Versi贸n 76.0.3809.132 (Build oficial) (64 bits)
Chrome Imacros FREE 10.0.5 
Firefox 69.0 (64-bit)
Firefox Imacros FREE 10.0.2.1450 
( It works on both ) but i prefer firefox for Imacros.

I don't think they need anything more than this.
I am looking to extract the number of users that I need (20-30-50 users within the likes of the photo)
Apparently the DIV structure does not allow pre-loading users and I don't know how to solve this in order to extract the number of users that I want

THANKS YOU FOR READ ME!","
			5 posts
							鈥?Page 1 of 1
"
Can iMacros paste scraped data into a PDF?,"I am wondering if iMacros for FF can paste data scraped from a website directly into a PDF?  If so, what commands/coding do I need to use for this?","
			3 posts
							鈥?Page 1 of 1
"
Extract A Cell from Google Sheet or a CSV,"Firefox 49.0.2
iMacros VERSION BUILD=8970419
Windows 10 64 Bit

Hi there,
I know It's kinda bad question. But I really need this.I tried harder to create the code using iMacros 12 but I failed.
I tried to search forum but can't find a exact solution.

Let me show you What I need.

Here is a example of google sheet. --> https://docs.google.com/spreadsheets/d/ ... =drive_web

I wanna extract a cell value. 

Or,

I got a csv file like this google sheet example.
Same question there.

How Do I Extract a specific cell from a csv or from google shit??!!

I'm new to this stuff. 

Thanks  ","
			6 posts
							鈥?Page 1 of 1
"
Extract List to CSV,"Firefox for Windows Ver 49.0.1 (32 bit)
iMacros for FF Ver 8.9.7
OS Windows 10

Dear Sir,

 I want to extract each item from  List;  to store CSV file in each column one by one.





I have tried but i could not extract continuously . Same item will extracted. 
Kindly help me. I have communication problem  . I don't know how to express my need. I will try  .

Code: Select allVERSION BUILD=8970419 RECORDER=FX
TAB T=1
SET !TIMEOUT_STEP 1
SET !TIMEOUT_PAGE 400


TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_CPHPage_ddblock EXTRACT=TXT
SET !VAR1 EVAL(""'{{!EXTRACT}}'.trim();"")
WAIT SECONDS=2
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_CPHPage_ddPanchayat EXTRACT=TXT
SET !VAR2 EVAL(""'{{!EXTRACT}}'.trim();"")
WAIT SECONDS=2
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_CPHPage_ddVillage EXTRACT=TXT
SET !VAR3 EVAL(""'{{!EXTRACT}}'.trim();"")

SET !EXTRACT {{!VAR1}}[EXTRACT]{{!VAR2}}[EXTRACT]{{!VAR3}}[EXTRACT]
SAVEAS TYPE=EXTRACT FOLDER=* FILE=Firka.csv

SET !EXTRACT NULL

Thanks & Regards,
S.Tamilselvan","
			3 posts
							鈥?Page 1 of 1
"
Error 1100 - Wrong format of TAG,"Let me start by saying I'm not familiar with coding at all.  I used Imacros 15 years ago but have basically forgotten how to use it.  

I'm trying to input property parcel numbers into a county website and extract property information.  I have hundreds of parcel numbers I need to search and I have a CSV file with one column at inputs.  When I run my macro, i get the following error:  

Error -1100: Wrong format of TAG TYPE=INPUT:TEXT FORM=Listing ATTR=NAME:p.parcelid CONTENT={{!COL}}  command, at line: 12

Here is my script:

VERSION BUILD=12.5.2018.1105
TAB T=1
TAB CLOSEALLOTHERS
'SET !PLAYBACKDELAY 0.00
URL GOTO=http://sc-beaufort-county.governmax.com ... 1E9228FFCD
FRAME NAME=body
TAG POS=1 TYPE=A ATTR=TXT:""Real Property""
TAG POS=1 TYPE=A ATTR=TXT:""Property ID (PIN)""
SET !DATASOURCE Beaufort_Test.csv
SET !LOOP 2
SET !DATASOURCE_LINE {{!LOOP}}
TAG TYPE=INPUT:TEXT FORM=Listing ATTR=NAME:p.parcelid CONTENT={{!COL1}} 
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:go
TAG POS=8 TYPE=FONT ATTR=COLOR:black EXTRACT=TXT
TAG POS=1 TYPE=A ATTR=TXT:""Property ID (PIN)""

Can anyone help me diagnose the problem?

Thanks!","
			4 posts
							鈥?Page 1 of 1
"
Help Extract email,"Hello
I need to extract emails from a site
And save all emails in an Excel file.
The number of emails per page of this site is 15.
Then the imacros is redirected to the second page after 3 seconds to save the subsequent emails
Please write me the imacros code
Extract emails after <p class=""info"">.
Some of the codes are as follows:



Code: Select all<div id=""search-result"" class=""frame hover-actions "">
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/c745442fc9fc7839cd913b673353064d?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/3842506086"">user1@email.com</a>

    
  </h1>

  <p class=""info"">
    user1@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">





  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/367dce6a6d42f8702d449b98ff73f587?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/3842487986"">user2@email.com</a>

    
  </h1>

  <p class=""info"">
    user2@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">





  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/5f47d2c7c45ba7706635da8f5c7d50b9?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/5634494986"">user3@email.com</a>

    
  </h1>

  <p class=""info"">
    user3@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">





  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/7828680b2f5424039386d63fb384e9aa?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/3263723266"">user4@email.com</a>

    
  </h1>

  <p class=""info"">
    user4@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">





  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/dd352b5b5e33d7aee7fbac3c8ba41738?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""https://site.site.com/agent/#/users/3246135903"" target=""_blank"">user5@email.com</a>

    
  </h1>

  <p class=""info"">
    user5@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">





  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/0ba144e374a1543256b2aaa1e1c9286a?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/380045625671"">user6@email.com</a>

    
      at <a class=""light"" href=""https://site.site.com/agent/#/organizations/34944089"" target=""_blank"">TEST</a>
      
  </h1>

  <p class=""info"">
    user6@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/380045625671/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/380045625671/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3site.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/8f41e7677c1e7653bd77587e6b64ee36?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/377593813672"">user7@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user7@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/377593813672/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/377593813672/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/2c4aaa73c642f2e4244541d2850033a5?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/375872386811"">user8@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user8@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/375872386811/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/375872386811/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/8fcf6ea45d677b29944b387edcc6063a?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/374736531751"">user9@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user9@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/374736531751/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/374736531751/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/ee8ebb189d4c0c8cdd3bf189f679b97b?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/372962629991"">user10@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user10@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/372962629991/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/372962629991/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/cc87788e4abef60ee00eb22545df04f3?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/367857607852"">user11@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user11@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/367857607852/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/367857607852/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/3d9c5896554ecdf24e389c77976d0b6c?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/367771491352"">user12@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user12@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/367771491352/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/367771491352/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3site.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/807ade03aa3487d63824692f239464aa?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/366101821851"">user13@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user13@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/366101821851/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/366101821851/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user "">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/1279e228cbf8c5d35c16240c4f189ffb?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/361974883931"">user14@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user14@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/361974883931/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/361974883931/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
      <div class=""item search-result-user nobottom"">
          <div class=""icon bdr"">
  <img src=""https://secure.site.com/avatar/236827602fadb0918104b3bd295d47dd?size=31&amp;default=https%3A%2F%2Fassets.site.com%2Fimages%2F2016%2Fdefault-avatar-80.png&amp;r=g"" alt=""User"" class=""user-thumb"">
  <div>
      
  </div>
</div>

<div class=""item-info"">
  <h1>
    <a href=""/users/360378749343"">user15@email.com</a>

    
      at <a class=""light"" href=""/organizations/34944089"">TEST</a>
      
  </h1>

  <p class=""info"">
    user15@email.com
    (unverified)
  </p>

</div>


  <div class=""user_actions"">

      <span class=""user_action assume"">
        <a title=""Temporarily sign in as this user"" data-method=""post"" href=""/users/360378749343/assume"">assume</a>
      </span>


      <span class=""user_action"">
        <a class=""edit_this"" rel=""edit"" href=""/users/360378749343/edit?return_to=%2Fusers%3Fcommit%3DSearch%26page%3D1%26query%3Dsite.com%26utf8%3D%25E2%259C%2593"">edit</a>
      </span>


  </div>

      </div>
  </div>
  
  <a class=""next_page"" rel=""next"" href=""/users?commit=Search&amp;page=2&amp;query=ingramcontent.com&amp;utf8=%E2%9C%93"">Next 禄</a>
  
  
  



Thanks","
			2 posts
							鈥?Page 1 of 1
"
Extract Twitter followers,"Hi,
I did a extraction a list of Twitter ID,
and uploaded it on Twitter as followers by iMacros,
the ID is the names such as:
Paul
John
Antoine
Peter......
each time, it indicated "" SyntaxError: unknown command: Paul at line 1 "",
So I want to know how to put a correct Syntax before Paul, and a correct Syntax at the end.
Please kindly help me !
thank you !","
			6 posts
							鈥?Page 1 of 1
"
possible to scrape/save images using imacros and save to csv?,"Hi - is it possible for an imacros script to scrape/copy/save an image from a website and place it into a spreadsheet (xlsx or csv)? Ideally I want imacros to take the image from the site, then reduce the size so it fits into a column field in a spreadsheet. For instance if the website image is 10cm x 10cm large, reduce the size to 2cm x 2cm and insert into the spreadsheet. Is this possible and if so how? many thanks","
			10 posts
							鈥?Page 1 of 1
"
Extracting Data with Regex & Fill In The Value Using VAR,"I have been trying for quite some hours now, couldn't get this regex work.

It works on regex101.com for I just want to extract price from a html source page.
Code: Select all<td class=""next-table-cell"" style=""text-align: left;"">
<div class=""next-table-cell-wrapper"">
<div class=""myinput-wrap"">
<span class=""next-input next-input-single next-input-medium  "" style=""width: 100%;"">
<input type=""text"" min=""0"" placeholder=""<=[b][u]15.9[/u][/b]"" value="""" height=""100%"">
</span>

<td class=""next-table-cell"" style=""text-align: left;"">
<div class=""next-table-cell-wrapper"">
<div class=""myinput-wrap"">
<span class=""next-input next-input-single next-input-medium  "" style=""width: 100%;"">
<input type=""text"" min=""0"" placeholder=""<=[b][u]19.93[/u][/b]"" value="""" height=""100%"">
</span>

I want first, to extract all these value(multiple outcome) into a .txt file

Then use SET !LOOP or VAR to these enter values into boxes on the same webpage.

I want to extract 19.93 from this line,
Code: Select all<input type=""text"" min=""0"" placeholder=""<=[b][u]19.93[/u][/b]"" value="""" height=""100%"">

I use
Code: Select all\=(\d+\.\d{1,2})

I tried these and it doesn't work,
Code: Select allSEARCH SOURCE=REGEXP:""target:\=(\d+\.\d{1,2})""    EXTRACT=$1
Code: Select allSEARCH SOURCE=REGEXP:""\=(\d+\.\d{1,2})""    EXTRACT=$1

Not showing any result even with [Undefined]
Code: Select allSEARCH SOURCE=REGEXP:""1""    EXTRACT=$1
Code: Select allSEARCH SOURCE=REGEXP:""a""    EXTRACT=$1
Code: Select allSEARCH SOURCE=REGEXP:""*""    EXTRACT=$1 

Can anyone shed a light, is regexp no longer supported?

Anyway, I downgraded to 9.0.3.

I think I will also try another way, save the page source and use CMD to filter out the result.

Thank you.","
			5 posts
							鈥?Page 1 of 1
"
Get image info,"Hi
I'm on Win7x64, FF 52.7.3x64, iMacros 9.0.3

FF allows displaying of an image list with according image data, like on screenshot:

How to access all available image infos with iMacros? I would like to it  into CSV.","
			29 posts
							
1
2
Next

"
