Title,Description,PostsNum
"Need your Help, Extract http://www.201.tradebig.com/","Hello,

Could you please send me the code for below.

I have many URLs in Excel sheet Ex: http://www.201.tradebig.com/
 and I need to get the data under red words and put it in columns in excel sheet.
Ex:

First Column:  Company Description 
Wennex is exporter of general merchandise. We supply thousands items of different categories such as toys, seasonal decoration, low cost production articles, candle, giftware, houseware and electronic etc. Your enquiries are cordially welcomed 

Second Column:  Product Description 
All kinds of toys and sundries item 

And so on",4
Extract Data Using csv. & String Fn. Open Multi Tab,"Version 9.0.3
Windows 10 
Firefox 50.1.0

Sir,
       I extract data from csv. file. contain few digits. 

csv.file :
/87-
/90-
/482-
/77-
/85-
/279-
/489-
/285-

Using It extracted from drop down list  and compare the  both csv.file & extracted. 
In drop down list different from extracted text (i.e. index value extracted )





So i could not use #EANF# method. 

Some time extracted text vary. (i.e. index value length)



EXTRACTED DATA.jpg (12.5 KiB) Viewed 3729 times


so depends upon csv file length. compare extracted text. In mean time I am using String function. I get  following error. 

""VAR4 is not defined, line: 26 (Error code: -1001)""

Kindly do the needful. 
Here is the code :

VERSION BUILD=9030808 RECORDER=FX
TAB T=1
SET !DATASOURCE ""C:\\Users\\OFFICE\\Documents\\iMacros\\Datasources\\JobCard-No.csv""
SET !LOOP 2
SET !DATASOURCE_LINE {{!LOOP}}

'Select Beneficiary Job Card No.
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_DDL_Registration CONTENT=%*{{!COL1}}*
WAIT SECONDS=1

SET !EXTRACT NULL
'Extract your Element:
TAG POS=1 TYPE=SELECT ATTR=NAME:ctl00$ContentPlaceHolder1$DDL_Registration EXTRACT=TXT
SET !VAR1 EVAL(""var s=\""{{!COL1}}\""; s.length"")
PROMPT {{!EXTRACT}}
SET !VAR3 18
SET !VAR4 !VAR3 s.toString()
SET !VAR5 !VAR1.toString()
SET !Sub_Str1 EVAL(""var s=\""{{!EXTRACT}}\""; s.substr(VAR4,VAR5)"")
PROMPT {{!Sub_Str1}}
 'Spit out a ""1"" or ""2"" to reuse for ""TAB T=n"":
SET TAB_Nb EVAL(""var s='{{Sub_Str1}}'; var z; if(s=='{{!COL1}}'){z=1;} else{z=2;}; z;"")
'Stay on TAB_1 if Element found or switch to TAB_2 if not found:
TAB OPEN
TAB T={{TAB_Nb}}",4
TABLE: Extract Data Row by Row...,"iMacros: 10.4.28.1074
Firefox: 50.1.0
OS: Windows 8.1 Pro


I come up with a solution like this to extract the first 5 row of a table from this website: ""https://datatables.net/examples/data_so ... array.html""

My question: Is there a way to shorten the query like to extract the full row instead of every cell in a row?
Code: Select allVERSION BUILD=10.4.28.1074
TAB T=1
TAB CLOSEALLOTHERS
SET !EXTRACT_TEST_POPUP NO
URL GOTO=https://datatables.net/examples/data_sources/js_array.html
TAG POS=1 TYPE=TD ATTR=TXT:Airi<SP>Satou
TAG POS=1 TYPE=TD ATTR=CLASS:sorting_1 EXTRACT=TXT
TAG POS=2 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=3 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=4 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=5 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=6 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=2 TYPE=TD ATTR=CLASS:sorting_1 EXTRACT=TXT
TAG POS=8 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=9 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=10 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=11 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=12 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=3 TYPE=TD ATTR=CLASS:sorting_1 EXTRACT=TXT
TAG POS=14 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=15 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=16 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=17 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=18 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=4 TYPE=TD ATTR=CLASS:sorting_1 EXTRACT=TXT
TAG POS=20 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=21 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=22 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=23 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=24 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=5 TYPE=TD ATTR=CLASS:sorting_1 EXTRACT=TXT
TAG POS=26 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=27 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=28 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=29 TYPE=TD ATTR=* EXTRACT=TXT
TAG POS=30 TYPE=TD ATTR=* EXTRACT=TXT",6
Table data extraction-format not retained,"Hi,

Browser : Internet explorer 11.0
Os : windows 7 enterprise 
I MAcro :11.1.495.5175


Trying to extract a table in csv.

 I have successully extracted the table but not able to retain the format.
 Can't use firefox as the official site is accessible through internet explorer only.

 any help on this highly appreciated .

thank you

Macro code used :

VERSION BUILD=11.1.495.5175
TAB T=1
TAB CLOSEALLOTHERS
SET !PLAYBACKDELAY 0.2
URL GOTO=http://20.17.236.130:7220/nbALoginModule/jsp/Links.jsp
'change login id as per the requirement
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:uid CONTENT=nblife41
SET !ENCRYPTION NO
TAG POS=1 TYPE=INPUT:PASSWORD ATTR=NAME:password CONTENT=Life1234 
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:submitLogin
ONDIALOG POS=1 BUTTON=NO
'change the environment name as per the requirment
'TAG POS=1 TYPE=A ATTR=TXT:LnbA<SP>Dev<SP>-<SP>2
'TAG POS=1 TYPE=A ATTR=TXT:LnbA<SP>IST<SP>-<SP>2
TAG POS=1 TYPE=A ATTR=TXT:LnbA<SP>Admin-Cloud<SP>UAT
'New tab opened
'TAG POS=1 TYPE=A ATTR=TXT:LnbA<SP>QA7
TAB T=2
'New tab opened
TAB T=3
TAB T=2
TAB CLOSE
TAB T=2
FRAME NAME=mainContentFrame
TAG POS=1 TYPE=TD ATTR=ID:dm0m0i0tdText
TAG POS=1 TYPE=TD ATTR=ID:dm0m1i0tdText
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:menu:coordmenuForm:menuFormButton
TAG POS=1 TYPE=TD ATTR=ID:dm0m1i0tdText
wait seconds=5

FRAME NAME=file
SET !EXTRACT_TEST_POPUP NO

TAG POS=1 TYPE=DIV ATTR=ID:pollersTableData EXTRACT=TXT

SAVEAS TYPE=EXTRACT FOLDER=C:\Users\pjain74\Desktop\macro FILE=pollers1_data.csv



format of data extracted : file attached

The cloumns should appear like this  :

XML103 Document Input     (N2DOCIN)       Waiting   2       50",7
"extracted data in same excel,but new page, with each loop","Browser : Internet explorer 11.0
Os : windows 7 enterprise 
I MAcro :11.1.495.5175

---------------

hi,

I am trying to loop my macro code to extract the data from different tabs of a weboage to a csv file.

Is there any way by which i can extract the data of every tab (in every loop) in a new page of the same csv/excel file.

the basic idea is to avoid  complications of creating so many files. and saving the data in same file but different tabs.

Perhaps we can't extract data in excel with imacro.

but still looking forward to see a solution to it.

Please help...

Thank you.",2
Determining frame ID's/fields for ReCaptcha,"FF43, Imacros 8.9.6 , Windows 7 Ultimate 32 bit 


Hi , 

I am going absolutely crazy with this as I am like 95% done but cant nail it ! I just cant work out the frame Id's/fields needed to define the input given from 2Captcha which is just box 1, and box 4 , for example. I'm sure you know what I mean  


Code: Select allVERSION BUILD=8961227 RECORDER=FX
TAB T=1
SET !REPLAYSPEED FAST
SET !EXTRACT_TEST_POPUP NO
SET !ERRORIGNORE YES
SET !DATASOURCE ""C:\Users\dan\Documents\Imacros\Datasources\kikname.txt""
SET !VAR1 EVAL(""var randomNumber=Math.floor(Math.random()*100000 + 1); randomNumber;"")
URL GOTO=https://kikfinder.com/submit
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:NoFormName ATTR=ID:username CONTENT={{!COL1}}
TAG POS=1 TYPE=SELECT FORM=NAME:NoFormName ATTR=ID:gender CONTENT=%female
TAG POS=1 TYPE=TEXTAREA FORM=NAME:NoFormName ATTR=ID:description CONTENT=hi
FRAME F=1
TAG POS=1 TYPE=DIV ATTR=ROLE:presentation&&CLASS:recaptcha-checkbox-checkmark&&TXT:
WAIT SECONDS=10
ONDOWNLOAD FOLDER=C:\Users\dan\Documents\iMacros\Kikfinder\ FILE=payload.jpg WAIT=YES
FRAME F=2
TAG POS=1 TYPE=IMG ATTR=SRC:https://www.google.com/recaptcha/api2/payload?c=* CONTENT=EVENT:SAVEPICTUREAS
WAIT SECONDS=5
TAB OPEN
TAB T=2
URL GOTO=https://2captcha.com/imacros.html
TAG POS=1 TYPE=INPUT:TEXT FORM=ACTION:http://rucaptcha.com/in.php ATTR=NAME:key CONTENT=0e5c7dd0074b93e4b458f3b2ee2931d4
TAG POS=1 TYPE=INPUT:FILE FORM=ACTION:http://rucaptcha.com/in.php ATTR=NAME:file CONTENT=C:\Users\dan\Documents\iMacros\Kikfinder\payload.jpg
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=TYPE:submit&&VALUE:recognize
ONDIALOG POS=1 BUTTON=OK CONTENT=
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://rucaptcha.com/in.php ATTR=*
WAIT SECONDS=1
SET !EXTRACT NULL
TAG POS=1 TYPE=* ATTR=* EXTRACT=TXT
WAIT SECONDS=1
TAB CLOSE
TAB T=1
FRAME F=2
TAG POS=1 TYPE=INPUT:TEXT ATTR=ID:rc-imageselect-response-field CONTENT={{!EXTRACT}}
wait seconds=2
wait seconds=900



Like I say, I think the extraction is fine and everything else , but I cant for the life of me work out the frame to define or the response field..The rc-imageselect-response is the last attempt I made before smashing my face into the wall....

Would really appreciate your help as you have helped me before and worked wonders ",5
How do i extract this data,"<div style=""padding: 5px; margin: auto; text-align: center; color: #fefefe;"">
<div style=""margin: auto; width: 93%; padding-top: 16px; padding-bottom: 6px; text-align: left;"">
<span class=""onlineSep""> - </span><a href=""viewprofile.php?username=Max""><b style=""color: lime;"">Max</b></a><span class=""onlineSep""> - </span><a href=""viewprofile.php?username=Wolfsz""><b style=""color: lime;"">Wolfsz</b></a><span class=""onlineSep""> - </span><a href=""viewprofile.php?username=AsusMB""><b style=""color: #FFC753;""><u>AsusMB</u></b></a><span class=""onlineSep""> - </span><a href=""viewprofile.php?username=Slaviour""><b style=""color: #FFC753;""><u>Slaviour</u></b></a>

For example i will run the macro loop (4 times)
It should extract Max, Wolfsz, AsusMB, Slaviour
First loop would extract Max, Second would be Wolfsz etc 

However these usernames will change and i wouldn't know would this be possible(This is an example)",1
extract some info from facebook page,"Hi, a pictures says  more then a thousand words.  Right click and save if you can't see the whole image.


Build 9030808
Mac OSX Sierra
Firefox 50.1

Never programmed in imacros before but now I'm in the situation that I need to solve this task.  Hope someone can help me out. It's probably not that complicated but to me it would take a lifetime to figure this out, have been trying the whole day on my own.",4
Need to hit particular keyword using datasouce in imacros,"IE :8.1
windows 7 enterprise
 Imacro: 11.1.495.5175

*******************************



 snapshot of webpage 
Hi,

Attached is the snapshot of site am working on.

what i want to do is run imacro picking up the keywords from datasource and hit the keyword  and extract data.

Like:

LnbA Admin-Cloud QA2
LnbA Admin - Dev1
LnbA Admin - Dev3

are the tags i want my imacro to click one by one (in each loop and extract data)

below is the code am using to hit a keyword once.

VERSION BUILD=11.1.495.5175
TAB T=1
TAB CLOSEALLOTHERS
SET !PLAYBACKDELAY 0.2
URL GOTO=http://20.17.236.130:7220/nbALoginModule/jsp/Links.jsp
'change login id as per the requirement
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:uid CONTENT=useridXX
SET !ENCRYPTION NO
TAG POS=1 TYPE=INPUT:PASSWORD ATTR=NAME:password CONTENT=passXX
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:submitLogin
ONDIALOG POS=1 BUTTON=NO
'change the environment name as per the requirment
'TAG POS=1 TYPE=A ATTR=TXT:LnbA<SP>Dev<SP>-<SP>2


how am trying to loop it though (which is not working):


VERSION BUILD=11.1.495.5175
TAB T=1
TAB CLOSEALLOTHERS
SET !PLAYBACKDELAY 0.2
URL GOTO=http://20.17.236.130:7220/nbALoginModule/jsp/Links.jsp
'change login id as per the requirement
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:uid CONTENT=userXX
SET !ENCRYPTION NO
TAG POS=1 TYPE=INPUT:PASSWORD ATTR=NAME:password CONTENT=passXX
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:submitLogin
ONDIALOG POS=1 BUTTON=NO
SET !DATASOURCE C:\Users\pjain74\Desktop\macro\pollers_input.csv
SET !LOOP 1
SET !DATASOURCE_LINE {{!LOOP}}
TAG POS=1 TYPE=A ATTR=TXT:{{!COL1}}

********************
sharing the  piece of xml
**************


<tr>			
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbaldev.axa-equitable.com:10225 ... o&app=LIFE"" target=""_blank"")"">
			LnbA DInfomrmals</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbaldev.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA Dev</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=http://nbaldev2.axa-equitable.com:9080/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA Dev-2</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbaldev.axa-equitable.com:10234 ... o&app=LIFE"" target=""_blank"")"">
			LnbA Dev3</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbaldev.axa-equitable.com:10242 ... o&app=LIFE"" target=""_blank"")"">
			LnbA Dev4</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa1.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA QA1</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa2.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			Legacy Migrated </a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa3.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA QA3</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalperf.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA QA4</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa5.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA QA5</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa6.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">
			LnbA QA6</a></td>

			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalist.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">LnbA IST</a></td>

			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalqa8.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">LnbA QA8</a></td>
			<td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbalifeperfabs.axa-equitable.co ... o&app=LIFE"" target=""_blank"")"">LnbA ABS_PERFF</a></td>
			 <!-- <td><a href=""/nbALoginModule/jsp/nbAPost.jsp?urld=https://nbaluat2.axa-equitable.com/nba/sso&app=LIFE"" target=""_blank"")"">LnbA UAT</a></td>  -->


			</tr>


I guess the last line is creating the problem.

any help is highly appreciable

Thank you.",7
E-mail triggers Website - Assistance Appreciated,"Ok, so what i'm attempting to accomplish is to scan my gmail for a specific subject line and if available then go to a URL and login automatically. I also want it to check if the website is already logged in and if not than login (website times out after like 10-20 minutes or so). What I have written so far is the macro opens up my gmail, clicks on an e-mail with a subject verbiage that I have provided then I open a 2nd Tab, navigate to the URL and Login. All this works however the below is what im missing that i'm unable to figure out:

1 - Scan gmail until the e-mail with that specific subject line is available (I dont actually need to click on the e-mail, i just need to know its available as this will be my trigger to navigate to a website).
2 - If e-mail available, navigate to the website but if the site directs me back to the login page than login (I have the login macro all setup just need to know how to identify if website is logged in or not).
3 - I dont want the macro to keep looping through if an e-mail is found and the website is open. only loop (scan) if e-mail not available and website (tab-2) closed.

Below is what I have so far. If anyone could provide assistance that would be appreciated. BTW, my gmail is set to Basic HTML as I read that would be better for iMacro. I'm open to opinions on this as well.
Code: Select allVERSION BUILD=10022823
'Check e-mail/open e-mail
TAB T=1
URL GOTO=https://mail.google.com/mail/u/0/h/1rmx10yed8z4p/?&
TAG POS=1 TYPE=SPAN FORM=NAME:f ATTR=TXT:*<SP>email<SP>subject<SP>verbiage.<SP>*

'Open a new tab and navigate to website of my choice
TAB OPEN
TAB T=2
URL GOTO=https://www.WebsiteExample/AgentDashboard.html/dashboard

'Enter login information and enter site
SIZE X=1172 Y=583
WAIT SECONDS=2.72
DS CMD=CLICK X=524 Y=173 CONTENT=
DS CMD=KEY CONTENT=MyUserName
DS CMD=CLICK X=505 Y=230 CONTENT=
DS CMD=KEY CONTENT=MyPassword
DS CMD=CLICK X=596 Y=281 CONTENT=
WAIT SECONDS=5

System Info:
iMacro v.10.02.2823
iMacro Browser - Stealth Mode (identify as native Internet Explorer)
Windows 10 Pro",7
Not able to extract simple data ?,"Hello, 

im new to iMacro but i really tried my best, but i do not get (any) the result i need 

I just want to extract the balance i have from a website (shown in the top left corner)
Code: Select allURL GOTO=https://www.crypto-games.net/dice/bitcoin
TAG POS=1 TYPE=SELECT ATTR=ID:lblBalance EXTRACT = TXT
SET !VAR1 EVAL(""var s=\""{{!EXTRACT}}\"";"")

Result is always undefined ...  i appreciate every kind of help",2
Selecte text from paragraph,"Hi, 
I'm using the Firefox Extension(9.0.3) an Firefox 50.1.0

I have folowing HTML:
Code: Select all<p>
first line<br /> second line<br /> E-Mail: <a href=""mailto:test@web.com"">test@web.com</a><br>  <a href=""http://www.web.com"" target=""_blank"">http://www.web.com</a><br> <br />
</p>

I have following imacro:
Code: Select allTAG POS=1 TYPE=P ATTR=TXT:* EXTRACT=TXT

When I extract this - on position of the links the text reepats from top:
Code: Select allfirst line
second line
E-Mail:first line
second line
E-Mail:test@web.com
first line
second line
E-Mail:first line
second line
E-Mail:test@web.com
http://www.web.com


How can I avoid this? What am I doing wrong?

Thanks for your help",2
Need help with extraction from Airlines,"Can someone help me with the Data extraction?
Like: https://bestprice.lufthansa.com/?resolu ... nation=BER#
For example: 	
VIE
Vienna
BER
Berlin
Departing: Apr 22, 2017 - Returning: Apr 23, 2017
1 adult
Economy
from83 €

Any idea? Thanks

EDIT: I will compare the price from different Airlines on there own Homepage.

On the LH Desktop Page some times 5, 6 ,7 Flights go. How to make the different times?
Thanks",2
Scrape elements which are generated by php code,"Hi,
I want to scrape content from webpage which is not visible in Source code. It's probably generated by php script, so I cant find it looking at source code. Of course I can click ""inspect element"" and see the html code of elements I want to extract. What I also can do is clicking at them. 

Event clicks are very similar:
Code: Select allEVENT TYPE=CLICK SELECTOR=""HTML>BODY>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV:nth-of-type(5)>DIV:nth-of-type(2)>DIV>DIV>DIV:nth-of-type(3)>DIV:nth-of-type(1)>DIV>TABLE>TBODY>TR>TD:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)"" BUTTON=0
EVENT TYPE=CLICK SELECTOR=""HTML>BODY>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV:nth-of-type(5)>DIV:nth-of-type(2)>DIV>DIV>DIV:nth-of-type(3)>DIV:nth-of-type(2)>DIV>TABLE>TBODY>TR>TD:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)"" BUTTON=0
EVENT TYPE=CLICK SELECTOR=""HTML>BODY>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV:nth-of-type(5)>DIV:nth-of-type(2)>DIV>DIV>DIV:nth-of-type(3)>DIV:nth-of-type(3)>DIV>TABLE>TBODY>TR>TD:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)"" BUTTON=0
EVENT TYPE=CLICK SELECTOR=""HTML>BODY>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV:nth-of-type(5)>DIV:nth-of-type(2)>DIV>DIV>DIV:nth-of-type(3)>DIV:nth-of-type(4)>DIV>TABLE>TBODY>TR>TD:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)"" BUTTON=0

As you can see only 1 number is changing. My first question: Is it possible to extract href from these selectors? 

When I click ""inspect element"" and go to the element I want to extract this is what I see:
Code: Select all<div class=""gs-per-result-labels"" url=""http://this-is-what-i-want-to-extract.html""></div>

I tried by scraping by XPATH but it seem not to work (I think because imacros cant find these elements in source code). Do you have any tips for me?


MY OS:
OS: Windows 7 N service pack 1 64 bit
Intel Core i7-4700MQ
16gb ram
gt 755m

Firefox 50.1.0
iMacros for Firefox 9.0.3
VERSION BUILD=9030808 RECORDER=FX",2
Navigating a Report Page,"While I'm still a rookie with iMacros, I've made some solid progress in navigating and extracting needed Web info. Now I'm stuck.
In particular, I am trying to simulate the advancement to the last page of a report. In the default recording mode, an image button is identified for generating the report. When I play the recording, the image button is not found. When I view the raw html, the image button is not present either. I've tried all of the possible iMacro recording options but nothing has worked. Any help is greatly appreciated.

Some details: I/E 11, iMacros 11, Windows 7
I'm using the standalone iMacro product.",5
Extract Downloaded File location is failed,"Hello, i have created code to save pic/image and extract the file download location to csv file.

save image is work , but extract file downloaded location to csv file is failed , result is ""__undefined__"" in csv file.

this is my code
Code: Select allVERSION BUILD=8970419 RECORDER=FX
SET !EXTRACT_TEST_POPUP NO

TAB T=1
URL GOTO=https://www.tokopedia.com/sparepart-tv-69/lampu-led-3-volt-10-kancing-backlight-3-volt-10-kancing-cembung-2
ONDOWNLOAD FOLDER=C:\Users\Yenyen<SP>Nainggolan\Pictures FILE=+_{{!NOW:yyyymmdd_hhnnss}} WAIT=YES
TAG POS=1 TYPE=IMG ATTR=SRC:https://ecs7.tokopedia.net/img/cache/300/product-1/*.jpg CONTENT=EVENT:SAVEPICTUREAS

ADD !EXTRACT {{!DOWNLOADED_FILE_NAME}}
SAVEAS TYPE=EXTRACT FOLDER=* FILE=link<SP>gambar.csv


can some one help me ?  ",7
How to compare !VAR1 and !VAR2 number,"Hi iMacros community,

I built some iMacro script to extract 2 numbers from website but I don't know how to compare it. I get numbers but don't know how to find what number is larger than other one.  This is script: 

VERSION BUILD=9030808 RECORDER=FX
TAB T=1

URL GOTO=http://example.com
TAG POS=1 TYPE=TD ATTR=CLASS:text<SP>center&&TXT:* EXTRACT=TXT
SET !VAR1 EVAL 
TAG POS=2 TYPE=TD ATTR=CLASS:text<SP>center&&TXT:* EXTRACT=TXT
SET !VAR2 EVAL 

How can I compare !VAR1 and !VAR2 with iMacro?
I spent 4 days but I am stuck in place
Thank you",19
My macro copies too much,"Hello,

I just created my first macro and it seems doing a little bit too much. I need to automate the following task: copy a cell from a csv file, paste it to google.com/finances search area, get search result, scroll down, copy industry and sector and paste this info to the csv file. My issue is that my macro seems copying everything from the web page and I get industry and sector just on the line 498 of my csv file. 
And I have a couple more questions: how could I avoid it throws me an error if google doesn't find anything, or it runs into an empty cell on my csv file?
I will really appreciate your help.

My macros is bellow:
Code: Select allVERSION BUILD=11.5.498.2403
TAB T=1
TAB CLOSEALLOTHERS
SET !PLAYBACKDELAY 0.2
SET !DATASOURCE ""C:\\Users\\Agne\\Desktop\\bandymas\\kitas_failas.csv""
SET !LOOP 1
SET !DATASOURCE_LINE {{!LOOP}}
URL GOTO=google.com/finance
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:q CONTENT={{!COL1}}
TAG POS=1 TYPE=BUTTON:SUBMIT ATTR=ID:gbqfb
TAG POS=10 TYPE=DIV ATTR=CLASS:g-unit<SP>g-first EXTRACT=TXT
SAVEAS TYPE=TXT FOLDER= C:\\Users\\Agne\\Documents\\imacros FILE=naujas.csv",1
Solve Captchas - 1 DAY FREE TRIAL,"=+================+==========================+================+=
The best way to solve captchas online... 
Supports 3,185 captcha types via RESTFul API!

Prices starts at $14.95 ONLY! We don't charge on per 
captcha or pay as you go basis allowing you SAVE MORE on your 
captcha solving expenses.

To order please see http://www.solvecaptchas.com/
=+================+==========================+================+=",1
Extract current selected dropdown into variable,"Hello iMacros pros!

I have a dropdown box with 75 items within it. 

That dropdown box is currently selected on an item. 

Here is the html:
Code: Select all<select id=""toolbar_uid"" name=""toolbar_uid"" onchange=""swapCharacter()"" style=""font-size:8pt;width:120px;"">
                                                            <option value=""267096"" >SomethingHere</option>
                                                                <option value=""267095"" >SomethingThere</option>
                                                                <option value=""267090"" >TheresSomething</option>
                                                                <option value=""74473"" selected>Here'sSomething</option>

How can I extract the CURRENTLY SELECTED option value=""77473"" and store into a variable so that later in the iMacro I can do something like this:
Code: Select allTAG POS=1 TYPE=SELECT FORM=NAME:NoFormName ATTR=NAME:awardto CONTENT=%{{myVariable}}",9
Extract Price and Uploade it into my Page?,"Hi
Some Company offer an Iframe with there Data but the are rubbish.
So my idea is let a script run every ~12h (+ X Min) to extract the Price.

Does anyone do something like that before? The Point is how do deal with the Date? And how to Upload it into an Database?

Thanks!",3
Need Expert Scraping,"I need someone who can provide long term work for me with the equivalent of the following for many countries;

Schedule scripts on server if it is required. Google scraping, Facebook scraping, yellow pages, linkedin, amazon, webshops, specialty sites and other sites with lists of any items. Scrape secured and protected sites, ability for crawlers to enter into login form, emulate ajax requests etc. If site block IP , use proxy or TOR.  Avoid captcha on site in automatic or manual mode. 

Export data into json, csv (excel), mysql, mongodb.",4
Extracting piece of JSON from code,"Hey guys

This really is my last resort, as I tried all different combinations for getting this little script to work.

What I am trying is to extract the part of JSON that is between these brackets [], and including them.
I tried to find out what exactly regex code would look like, and visited regexr.com

code I'm working with:
Code: Select all<script>
	var profitChartData = [{""date"":2011,""profit"":570000,""income"":4578000},{""date"":2012,""profit"":50442000,""income"":127168000},{""date"":2013,""profit"":72790000,""income"":216381000},{""date"":2014,""profit"":18135000,""income"":211685000},{""date"":2015,""profit"":60730000,""income"":457759000}];
</script>
what regexr suggests as solution:
Code: Select allprofitChartData\s\=\s([^]+);

of course it doesn't work...

this is how my non-functional script looks like at the moment:
Code: Select allVERSION BUILD=9030808 RECORDER=FX
TAB T=1

URL GOTO=URL
WAIT SECONDS=5
SEARCH SOURCE=REGEXP:""profitChartData\s\=\s([^]+)"" EXTRACT=""$1""

info:
firefox version: 50.0
imacros for firefox: 9.0.3
windows7 64bit",4
Special characters not extracting properly,"Hello!

I found a post dealing with the same subject, but it doesn't look like a solution was discovered. http://forum.imacros.net/viewtopic.php?f=7&t=18015

I use iMacros for FireFox (Version 8.9.7). I am trying to extract data from a page with special characters in to a CSV. When I extract a word like ""Düsseldorf"" I get ""DÃ¼sseldorf"" in the csv.

Does anyone know a solution to get iMacros to extract the word as it is written on the page?

Also, I'm running Mac OS X Lion 10.7.5 if that matters.

Also, when I remove the ""SET !EXTRACT_TEST_POPUP NO"" so that iMacros shows a prompt with the extracted text the characters display properly in the prompt window, so it's only a problem in the csv file.",6
