Title,Description,PostsNum
Extracting from a Result Form,"I am running the code on Mozilla Firefox, Windows 8.1. 

This is what I have right now:
Code: Select allVERSION BUILD=8920312 RECORDER=FX
set !var1 100000
add !var1 {{!loop}}
TAB T=1
URL GOTO=https://www.us.mensa.org/AML/?LinkServID=E29B963B-116B-4345-8777B6A0DB84D8E6
TAG POS=1 TYPE=INPUT:TEXT FORM=ID:frmRenew ATTR=NAME:txtMemNum CONTENT=100{{!var1}}
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ID:frmRenew ATTR=*
TAG POS=1 TYPE=P ATTR=CLASS:bdytxt&&TXT:* EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=* FILE=+_{{!NOW:yyyymmdd_hhnnss}}


When I run this, the extracted files just show #ENAF#. What am I doing wrong? Basically i want to extract the names, if any for the membership numbers. Also it would be great if the data can be extracted to one single file. 

Thanks!",2
Data Extraction and TAG value form a csv file,"Hello, in advance sorry for my bad english..

I'd like to extract particulat txt from different url registered in a csv file datasource (i verifie if an article is available or not available..)

My script is working fine : 
VERSION BUILD=8920312 RECORDER=FX
TAB T=1
SET !DATASOURCE source.csv
SET !LOOP 1
URL GOTO={{!col1}}
SET !TIMEOUT_STEP 1
TAG POS=1 TYPE=* ATTR=TXT:available EXTRACT=TXT
ADD !EXTRACT {{!URLCURRENT}}
SAVEAS TYPE=EXTRACT FOLDER=* FILE=*

The loop take url value from my datasource source.csv and record txt value (available) in output csv file.

I'd like to specifie the 'texttoextract' ('available' or 'notavailable' or 'size36'...form the source.csv in {{col2}} because this value can be différent in some urls.

Exemple of my input csv file
http://www.test.com/page1,available
http://www.test.com/page2,notavailable
http://www.test.com/page3,notavailable
http://www.test.com/page4,size36
http://www.test.com/page4,size38
http://www.test.com/page4,size40

I try this code 
TAG POS=1 TYPE=* ATTR=TXT CONTENT={{col2}} EXTRACT=TXT and other version but that's doesn't work  (i'm a debutant !)

Can you help me please

Regards

Oliver",2
Windows Server Download Image Does Not Work,"I am trying to download an image file.  The following code works on Windows 8.1 BUT it does not work on Windows Server 2008 R2

macro = macro + ""URL GOTO=https://www.XXXXXXXX.com"" + vbNewLine
macro = macro + ""TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:emailSyndicationVerificationForm ATTR=NAME:email CONTENT="" + Email + vbNewLine
macro = macro + ""TAG POS=1 TYPE=IMG FORM=NAME:emailSyndicationVerificationForm ATTR=SRC:https://www.XXXXX.com/a/captcha?ct=*"" + vbNewLine
macro = macro + ""ONDOWNLOAD FOLDER=* FILE="" + CaptchaImageName + "".jpg "" + vbNewLine
macro = macro + ""'Download the picture"" + vbNewLine
macro = macro + ""TAG POS=1 TYPE=IMG ATTR=HREF:https://www.XXXXX.com/a/captcha?ct=* CONTENT=EVENT:SAVEITEM"" + vbNewLine

What is wrong?",1
Unable to save 1 little box of text,"Hi All,

VERSION BUILD=8920312
Win7
Firefox 36.0.1

What I am trying to do is search for a product on a website, then simply extract and save in a csv file the text description for the product.

I have a bout 300 part numbers to search for.

This is the website it first starts at.
http://us.idec.com/Home.aspx

I then searches for product successfully, and lands at say this page: http://us.idec.com/Catalog/SearchResult ... 3G8JT22TFB*

You can then see the small text description on the page "" Touchscreen HMI 8.4 inch TFT 65K Color SVGA 800x600 Black Bezel Ethernet USB Port "".

This is the decsription I need to save for each searched product.

I have the looping all set, but can not get it to save that section of text.

Please help.

Here is the macro as i have so far.

########

VERSION BUILD=8920312 RECORDER=FX
TAB T=1
URL GOTO=http://us.idec.com/

SET !LOOP 1
SET !DATASOURCE IDEC.csv
SET !DATASOURCE_COLUMNS 1
SET !DATASOURCE_LINE {{!LOOP}}

EVENT TYPE=CLICK SELECTOR=""HTML>BODY>FORM>DIV:nth-of-type(3)>DIV>DIV>DIV:nth-of-type(3)>DIV>DIV:nth-of-type(3)>DIV>DIV>DIV>INPUT"" BUTTON=0
EVENTS TYPE=KEYPRESS SELECTOR=""HTML>BODY>FORM>DIV:nth-of-type(3)>DIV>DIV>DIV:nth-of-type(3)>DIV>DIV:nth-of-type(3)>DIV>DIV>DIV>INPUT"" CHARS={{!COL1}}
EVENT TYPE=MOUSEUP POINT=""(1003,86)""
EVENT TYPE=CLICK SELECTOR=""HTML>BODY>FORM>DIV:nth-of-type(3)>DIV>DIV>DIV:nth-of-type(3)>DIV>DIV:nth-of-type(3)>DIV>DIV>DIV>INPUT:nth-of-type(2)"" BUTTON=0
EVENT TYPE=CLICK SELECTOR=""HTML>BODY>FORM>DIV:nth-of-type(3)>DIV>DIV>DIV>DIV:nth-of-type(2)>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV:nth-of-type(2)>P"" BUTTON=0 

TAG POS=1 TYPE=text ATTR=TXT:* EXTRACT=TXT


SAVEAS TYPE=TXT FOLDER=* FILE=idecscrape_{{!NOW:yymmdd_hhnnss}}.csv

WAIT SECONDS=5

I look forward to any help someone could give.",27
How to go through a list in a changing website!,"Hi! I am so new in the world of programming, that I am frustrated because I don't even know where to look and learn, so any advice is helpful here. . I am working. I work on an ophthalmology doctor's office and i have to go to his website, click on each patient's visit, go on to his information, find the wether we have had sent a referral report before, if not, i have to find if we have a fax number for the primary care doctor. If we have it I have to click on ""send report"" then a new window pops up, I have to click a new link to send a fax to the primary care doctor and send a report to the primary doctor. If the number has ""-"", ""/"" or anything else I have to erase them, then click send. After that, I have to do the same for each patient.  I have to do this hundreds of times a day. Is there anything you guys can suggest? At least pointing me in the right direction. 

I took a python beginners course and I loved it, but still I am very new to programming in general. I discovered iMacros and i feel I can do so much with it. But a little help would be so appreciated.",2
"Scrape URLs from multiple URL, not working.","Hi,

I have been trying my hand on iMacros, fortunately some things have worked, however I am stuck in extracting HREF data from a table, however I am able to extract the TXT, here is my piece of code.

Any help here is much appreciated.
___________________________________________________________________________
VERSION  BUILD=7500718 RECORDER=FX
TAB T=1    
SET !EXTRACT_TEST_POPUP NO
SET !DATASOURCE ""F:\\abc.csv""
SET !LOOP 3
SET !DATASOURCE_LINE {{!LOOP}}
URL GOTO={{!COL1}}
TAG POS=1 TYPE=Table ATTR=TXT:{{!COL3}} EXTRACT=HREF
SAVEAS TYPE=EXTRACT FOLDER=f:\HREF FILE={{!COL2}}_HREF.csv
____________________________________________________________________________",2
If else statement firefox,"I want the script to perform a certain action based on the information it finds on the page
How can I add if / else statements to imacros for firefox?


Thank you kindly for your time,",6
Inserted data is not visible fot application,"Hi

I have some application which are working on Firefox.
I builds a macro that enters the data and it's ok (my methos is keypress in iMacros)

Unfortunately, in the next step above they are not visible. the data entered in the required fields cry for their reintroduction.
I see that data but application don't see it. Why ?

Some idea for it ?

Using:
Windows XP
Firefox 31.1.0
iMacros 8.9.2",3
Comma replace,"Hello. I am newbie in iMacros. I need to convert the value 37.280,0000 extracted to 37.280 (numeric). Several attempts using Jscript method replace in EVAL always results in error: ""Identifier Expected"". Please help me. Thank you.

iMacros Version: 9002379
Windows 7.
IE 10.",6
"Data Extract of 10,000 queries","Hello,

This is my first time using iMAcros and would appreciate a little help. I am trying to extract dates from a website in a table, I have used the wizard to create the code below:
VERSION BUILD=10.4.28.1074
TAB T=1
TAB CLOSEALLOTHERS
URL GOTO=http://liverpool.gov.uk/bins-and-recycl ... N=38028728
TAG POS=1 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
TAG POS=4 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
TAG POS=2 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
TAG POS=5 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
TAG POS=3 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
TAG POS=6 TYPE=DIV ATTR=CLASS:bindate EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=c:\liverpool FILE=liverpool_bin.csv

This looks up the page and then saves the info in the file. This is what I want it to do. The problem is I have 10,000ish seperate urls to look up and retrieve the info from. In this web address http://liverpool.gov.uk/bins-and-recycl ... mes/?UPRN=38028728 the red text is unique for each address and I have a csv file with all of the addresses in.

Is there a iMacros command that will load the csv with the addresses and look up each individual table and then save it in either the same csv as the data source or in a new csv. Ideally i don't want it to create 10,000 seperate csv files.

Thanks in advance for any help

Reece    ",2
Extract URL of image,"I write code below in .iim,but failed....
what happen ???

The first is available, but the second returns ""      "" (nothing)

VERSION BUILD=4201129     
TAB T=1     
TAB CLOSEALLOTHERS     
URL GOTO=http://www.iopus.com/imacros/demo/v6/extract2/
TAG POS=1 TYPE=A ATTR=TXT:H*links* EXTRACT=HREF 
TAG POS=1 TYPE=IMG ATTR=SRC:*shark_thumbnail.jpg EXTRACT=HTM


iMACROS for FX 6.0.7.5 
FX 3.0.3",6
Captcha if help,"Hi
Please edit this IIM code to JS
Code: Select allVERSION BUILD=10.4.28.1074
TAB T=1
ONDOWNLOAD FOLDER=D:\captcha FILE=image.jpg
IF {TAG POS=1 TYPE=IMG ATTR=HREF:""http://site.com/captcha.aspx"" CONTENT=EVENT:SAVEITEM} exists
Then
TAB OPEN
TAB T=2
URL GOTO=http://api.dbcapi.me/decaptcher?function=picture2&print_format=html
TAG POS=1 TYPE=INPUT ATTR=NAME:username CONTENT=myuser
TAG POS=1 TYPE=INPUT ATTR=NAME:password CONTENT=mypass
TAG POS=1 TYPE=INPUT ATTR=NAME:pict CONTENT=D:\captcha\image.jpg
TAG POS=1 TYPE=INPUT ATTR=TYPE:submit
TAG POS=6 TYPE=TD ATTR=* EXTRACT=TXT
SET !VAR1 {{!EXTRACT}}
TAB CLOSE
TAB T=1
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:newusersignup ATTR=ID:recaptcha_response_field CONTENT={{!VAR1}}
SAVEAS TYPE=CPL FOLDER=* FILE=*
else
SAVEAS TYPE=CPL FOLDER=* FILE=*
Thank you",2
Can't save captcha image,"Hello
How i could get image from this?
Code: Select all<div style=""background-image: url(""/captcha.aspx?data=0.4835614321813405"");"" id=""CaptchaImageForget"">
                             <div onclick=""ReloadCaptcha('CaptchaImageForget')"" class=""RefreshCaptcha"">
                            </div>
                        </div>",2
Skip #EANF#,Hello. I use iMacros with Firefox to extract text from one webpage and post it to another. Sometimes I receive #EANF# instead of proper text. I know that this is some kind of error code but I do not need it. Is there any way to skip #EANF# or change it to some understandable text not stopping the entire script? I do not want it to be posted.,7
[Solved] Saveas extract saves... nothing,"Hello, I have a simple script and a big problem I do not know how to deal with.

Part of (Java)Script macro:
Code: Select alliimPlay(""CODE: TAG POS=1 TYPE=DIV ATTR=CLASS:ImageContainer EXTRACT=HTM"");
iimPlay(""CODE: SAVEAS TYPE=EXTRACT FOLDER=* FILE=+*"");


The tag output is ok (checked via alert(iimGetLastExtract())) and extracts the html code of the ImageContainer div.
However, the saveas saves... nothing... just [BOM]""""[BOM]

Am I missing some command ?
I am using FF 37.0.2 and iMacros 8.9.2 for FF.

EDIT: However, it does work while not playing as javascript (without using iimPlay command - .iim file). I am stuck.",3
Can't take screenshot of a pop when Firefox is minimized,"I can take the screenshot of a pop up element, when Firefox is not minimized, but when it is minimized I get a black screenshot what should I do?",1
Extracting URL from Hyperlinks,"so heya all its-a me again.
using FF 3702, win8.1 and VERSION BUILD=10.4.28.1074 macros


so ive been wondering how to extract links from the table that is presented there in hte html i upladed. i understand that the link is made of ""www.njuskalo.hr/CATEGORY/name-of-the-pr ... sontheleft"". without the category this task would be ez pz with regex, but i cant figure out how to define the category. so thats why im asking how to get the url from the hyperlink 
using IE extract wizard
i get this
Code: Select allTAG POS=1 TYPE=A ATTR=TXT:MEM<SP>UFD<SP>8GB<SP>JF300<SP>TS EXTRACT=HREF
TAG POS=1 TYPE=A ATTR=TXT:USB<SP>memorija<SP>Transcend<SP>8GB<SP>JF560 EXTRACT=HREF
TAG POS=1 TYPE=A ATTR=TXT:PC<SP>HP<SP>280<SP>G1<SP>MT,<SP>K8K51ES EXTRACT=HREF
TAG POS=1 TYPE=A ATTR=TXT:NaviaTec<SP>Mouse<SP>USB<SP>1180 EXTRACT=HREF

which is useless if i want to go to the next page and do the same task of extracting the URL-s",2
trouble with regex inside EVAL,"Hi,

Trying to get this to work (works fine in FIrefox console):
Code: Select allVERSION BUILD=8070701 RECORDER=CR
SET !VAR1 EVAL(""var exp='<!--:fr-->foobar<!--:-->'.match(/<!--:fr-->((.|\n)*)<!--:-->/); exp[0];"")
PROMPT {{!VAR1}}

Always getting undefined. I'm pretty sure there's something wrong with either the regex or the match() function, but can't figure out what.

Here's the regex with the original input that I'm passing through EXTRACT (just in case): http://regexr.com/3aubo

I'm on Firefox 34.0.5/Chrome 42.0.2311.135 on a Mac 10.10.3 Yosemite. 

P.S. - posted it in the Firefox section earlier, then tested and it doesn't work in Chrome as well.",2
Extract files from URL,"Hello!

I'm new to iMacros, I need to know if it is possible to:

1. Give a list of URLs, each one containing an undetermined number of files
2. Automatically download all the files displayed (.pdf) to a dedicated folder for each URL (from two to 10 files per URL)
3. Loop through all the URLs (about 14500)

And how to do it, of course!

Warmest regards!   

Pegaso",2
iMacros Extraction - Save Current Date and Time,"I have an imacros extraction script where I pull numbers from our dashboard and save it to a csv. I would like to create a new column in the csv where it logs the current date and time.

Does anyone know what I should be doing to log the current date and time?

This is my code:
Code: Select allVERSION BUILD=8031994
TAB T=1
URL GOTO=company dashboard
{{!NOW:yyyy/mm/dd_hhnn}}EXTRACT=TXT  <<--  this is the part that I need some help with 
TAG POS=1 TYPE=SPAN ATTR=CLASS:employeename&&TXT:* EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=CLASS:employeeposition&&TXT:* EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=* FILE=employees.CSV


VERSION BUILD=8070701
OS X Yosemite
Chrome Version 42.0.2311.135 (64-bit)",4
Extracting Text from TXT File,"Before I discuss the issue I'm having, here is a description of my current set-up.

iMacros Version - VERSION BUILD=9002379
OS - Windows 8.1 (English)
Browser - Firefox 37.0.2 / iMacros Web Browser

The demo's work okay, I'm just not sure how to do the thing I'm trying to do. So what I would like to do is extract a line of text from a TXT File located in my documents folder, and paste the info into a box located on a webpage. (if you don't know what I mean by ""box"" I mean any area you enter text into, as in the title of a thread for example)

I did have a code that used to do it for me but removed that file from iMacros. Before, the iMacros code looked something like the following :
Code: Select allSET !DATASOURCE C:\Users\RandomText\RandomText\RandomText.txt
SET !DATASOURCE_COLUMNS 1
SET !DATASOURCE_LINE {{!LOOP}}
SET !EXTRACT_TEST_POPUP NO

Then to get it to paste the line of text I would use this :
Code: Select allCONTENT={{!COL1}}

So how would I specify a location to get the data from? I've searched over the Internet but cannot seem to find a resolution for this problem. Any help is appreciated. ",6
Scraping business data of results pages,"Hi imacro-pros,

I´ve very little experiences with imacros and would appreciate getting some help from you.

I want to scrape email addresses and URLs from search result pages. The thing is to get the data I need imacros has to klick on the first result, grab the data and go back to the results page and klick the next result. Ive been trying different approaches without any success.

here is how I started:

VERSION BUILD=8920312 RECORDER=FX
TAB T=1
URL GOTO=http://www.oldtimer.net/oldtimer-firmen ... katitem=64  search result page
TAG POS=1 TYPE=A ATTR=TXT:Werner<SP>Dreyer<SP>Kraftfahrzeuge<SP>GmbH                                          click on first result to see the ad
WAIT SECONDS=3                                                                                                                                             pause to laod the ad
TAG POS=1 TYPE=H1 ATTR=TXT:Firma<SP>Werner<SP>Dreyer<SP>Kraftfahrzeuge<SP>GmbH<SP>-*             copy and extract the business name
TAG POS=1 TYPE=P ATTR=TXT:Email:<SP>info@classic-truck.de<SP>Internet:<SP>http://www.c*                     copy and extract the email and URL

Then go back the the results page, click on the next result and continue extracting the data

I couldnt figure out how to jump from the first result to the second result after extracting the data of the first result.

I also tried 
TAG POS={{LOOP}} TYPE=A ATTR=TXT:*    but it didnt work

Id be very happy if somebody could help me out here.

Thanks in advance!

Manson",2
Web Scraping,"I am new to this forum. I want to know whether I can scrape data automatically from E-commerce sitse along with images to another website. for eg. In gptoday.com all the news will be scraped from different websites of all over the world. Can we do the same from E commerce websites with I-Macros. What are the other tools suitable for this task. 


Thank You",2
iMacros stopped working message,"iMacros 10.3 / IE 11 / Windows 7 / Language: English

I have a macro that uses iMacros to scrape information off of an invoice.  This macro worked in iMacros 6.9 and 9.  When we went to version 10 and 10.3, I've started encountering an issue.  The macro will go through 2, 3, 4, 5, or more invoices and a message is displayed that says ""iMacros has stopped working.  A problem caused the program to stop working correctly.  Please close the program."" A button is displayed that says ""Close the program"".  There is no other information to determine what the problem is or how to fix it.

The macro loops through a series of invoices.  After it extracts the appropriate information, the clicks on an ""X"" to close the invoice.  It them checks to see if that the application is on the correct screen.  If so, it moves to the invoice search screen and starts over.  The problem seems to occur after clicking on the ""X"" top close the invoice.

This is the code that closes the invoice (clicks on the ""X""):

IM = """"
IM = ""CODE:""
IM = IM + ""TAB T=1"" + vbNewLine
IM = IM + ""TAB CLOSEALLOTHERS"" + vbNewLine
IM = IM + ""FRAME NAME=container"" + vbNewLine
IM = IM + ""SET !TIMEOUT_STEP 5"" + vbNewLine
IM = IM + ""TAG POS=1 TYPE=BUTTON FORM=NAME:pageForm ATTR=NAME:Close"" + vbNewLine
IM = IM + ""WAIT SECONDS=2"" + vbNewLine

iret = iim1.iimPlay(IM)

I've also used the following FRAME NAMES to see if that would make a difference and it doesn't.

IM = IM + ""FRAME F=3"" + vbNewLine
IM = IM + ""FRAME NAME=*"" + vbNewLine


This is the code that moves to the invoice search screen by click on a tab in the application and selecting the appropriate option:

IM = """"
IM = ""CODE:""
IM = IM + ""TAB T=1"" + vbNewLine
IM = IM + ""TAB CLOSEALLOTHERS"" + vbNewLine
IM = IM + ""FRAME NAME=menu"" + vbNewLine
IM = IM + ""SET !TIMEOUT_STEP 10"" + vbNewLine
IM = IM + ""SET !TIMEOUT_PAGE 10"" + vbNewLine
IM = IM + ""TAG POS=1 TYPE=DIV ATTR=ID:title1"" + vbNewLine
IM = IM + ""DS CMD=CLICK X={{!TAGX}} Y={{!TAGY}} "" + vbNewLine
IM = IM + ""DS CMD=KEY X=0 Y=0 CONTENT={ENTER}"" + vbNewLine
IM = IM + ""WAIT SECONDS=3"" + vbNewLine

iret = iim1.iimPlay(IM)

I've also used the following FRAME NAMES to see if that would make a difference and it doesn't.

IM = IM + ""FRAME F=2"" + vbNewLine
IM = IM + ""FRAME NAME=*"" + vbNewLine

Any suggestions would be greatly appreciated.  Thanks for your help........",1
Extracting Tooltip from Onmouseover,"Hello fellow iMacros(u)sers  

So far I've had lots of fun and great success with iMacros. However I seemed to have reached my limit of programming capability with this one particular case.   

I've been trying to extract a Tooltip triggered by a mouseover event. I found the entire passage in the source code, so it's definitely exctractable right away, if anything I found out that iMacros has a feature to now trigger mouse events, but I didn't even get that far. I always hover over the respective thing on the website myself, just to see if iMacros will pick it up, but I'm not getting there.

The Code I'm trying to break, I changed the values a little bit.
(Note that whatever text I'm trying to extract appears twice, they are both the same and extracting one of them is enough for me.)
Code: Select all<td class="" c73w""><span class=""storage""><img src=""../../img/storage7.jpg"" onmouseout=""UnTip()"" onmouseover=""Tip('Text I want to extract 1 <br/>Text I want to extract 1 )"" class=""storageBar""><div class=""storageLevelDiv""><span onmouseout=""UnTip()"" onmouseover=""Tip('Text I want to extract 1 <br/>Text I want to extract 2')"" class=""storageLevel"">2.966.578</span></div></span></td>

I am trying to read the Tips basically. I know how to crop them and replace whatever I don't need, I also know how to extract the 2.966.578 part, I just can't seem to get the Tooltip. 
I've had various tries, here are my last ones, including some thing I found on the forums here and tried out. 
Code: Select all//iimPlayCode(""TAG POS=2 TYPE=SPAN ATTR=CLASS:storageLevel&&ONMOUSEOVER:Tip EXTRACT=TXT"");
	//iimPlayCode(""TAG POS=1 TYPE=TD ATTR=CLASS:onmouseover* EXTRACT=TXT"");
	//iimPlayCode(""TAG POS=7 TYPE=TD ATTR=CLASS:c73w:storageLevel&&ONMOUSEOVER:Tip EXTRACT=TXT"");
	//iimPlayCode(""TAG POS=7 TYPE=TD ATTR=CLASS:c73w CONTENT=EVENT:MOUSEOVER EXTRACT=TXT"");
	//iimPlayCode(""TAG POS=7 TYPE=SPAN ATTR=CLASS:c73w:storageLevel&&ONMOUSEOVER:Tip EXTRACT=TXT"");


This I also found on the forums here, but building it into above TAGs always gives me an error claiming it was a wrong use of Command:Tag
Code: Select all	//CONTENT=EVENT:MOUSEOVER


I would really appreciate if anyone could help me out there, how do I extract the Tip?
Thank you for your time and help!

Best regards,
Yurio",6
Beginner [HELP NEEDED],"Hello everyone...

i'm new to imacros and i'm not a developer at all. i just finished reading the iMacros command refference, but i'm needing some hints to develop some data extraction macro.

the issue that i'm frontin is that, bc i'm no developer i dont have the agility to think on every variable to use in the code. so what im asking is if can anyone help me, pointing the way? like you should read this or that. i'm not looking for completed codes. i want to get there myself in order to learn.

so, i would like to code a macro, that goes to a URL, and in that url there are several links. i need the macro to open a link at a time, and in the new page, extract the data needed. then i need it to loop until there is no more links available to enter.

i dont know if im being clear enough, but at this point any help is a blessing!

thanks in advance..

Cheers


Diogo",2
perfect csv,"http://wiki.imacros.net/Demo-Datasource
'There is no need to inform the number of columns in the CSV file 
'SET !DATASOURCE_COLUMNS 8so why it is there?",1
Looping through URL Cls,"Dear Sir any one can help me how can Loop through Multipal URL in Csv
Code: Select allVERSION BUILD=10022823

'
SET !ERRORIGNORE YES
SET !EXTRACT_TEST_POPUP NO
SET !DATASOURCE ""C:\Users\Lalitpatel\Desktop\Book1.csv""
SET !DATASOURCE_COLUMNS 1
SET !LOOP 1
SET !DATASOURCE_LINE {{!LOOP}}

TAB T=1
TAB URL GOTO={{!COL1}}
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:bus_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:bui_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:street_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:lan_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:are_name EXTRACT=TXT
ONDIALOG POS=1 BUTTON=YES
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:city_name EXTRACT=TXT
TAG POS=1 TYPE=SELECT ATTR=NAME:pin_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:sta_name EXTRACT=TXT
TAG POS=1 TYPE=A FORM=NAME:os_home ATTR=TXT:Contact<SP>Information
TAG POS=1 TYPE=SELECT ATTR=* EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:contact_person_name EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:contact_person_designation EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:std_code EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:lan_num[] EXTRACT=TXT
TAG POS=4 TYPE=SPAN ATTR=* EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:mob_name[] EXTRACT=TXT
TAG POS=5 TYPE=SPAN ATTR=* EXTRACT=TXT
TAG POS=2 TYPE=INPUT:TEXT ATTR=NAME:mob_name[] EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:email_id EXTRACT=TXT
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:website EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=* FILE=Data.csv
WAIT SECONDS=1

I am getting Error 1200

as my URL is two long

thanks in advance",2
How to extract current datasource row number?,"I recall that there was a way of adding the datasource line number to the extract, but for the life of me I can not locate that info. 
IE, result should be: rownumber,other extracted data

Thanks in advance

Running 10.0.2.2823 on Win 7",3
EVAL with multiple replacements,"CIM
Imacros version 101258883
Windows 8.1 English
Imacros browser

I'm trying to replace multiple text strings with a "","" but it's not working. Can someone tell me how do to multiple EVAL s.replace actions?
I can put a bunch of s.replace in a row, but only the last one ever gets executed.

CODE PORTION

SET !EXTRACT NULL
TAG POS=2 TYPE=DIV ATTR=CLASS:cont-wrap EXTRACT=TXT
SET Features1 EVAL(""var s='{{!EXTRACT}}'; s.replace('Food and drink', ','); s.replace('Things to do', ',');"")
PROMPT Features1:<BR><BR>_{{Features1}}_




Trying to do this at:
http://www.hotels.com/hotel/details.htm ... GT=1&YGF=0

Under the ""In the hotel"" part.

Thank you",8
Comparing Data Between Two Spreadsheets?,"Hello people. I love iMacros and know there has got to be a way to use it to do what need to do at work.

I have two Google sheets that are long lists of URLs. I need to take the first sheet and go down one by one and see if the URL exists in the second sheet. If it does I need to save it in a third sheet.

I've been playing around but not having any luck. Do any of you guys have any suggestions on how I could do this?

Thanks!",2
